tic_id,obj_name,period_days,t0_bjd,depth_ppm,sde,status
1001312298158371,1SWASP J001312.29-815837.1,0.5298352983529835,2453866.7183101852,1350371.6632127953,15.499780844868773,Unvetted Candidate
1001314268257216,1SWASP J001314.26-825721.6,0.514040140401404,2453866.7083912035,3049901.9368630517,69.76426368360747,Unvetted Candidate
1001315528332512,1SWASP J001315.52-833251.2,0.514040140401404,2453866.7084259256,6492387.5825505415,358.2843204374799,Unvetted Candidate
1001319288151342,1SWASP J001319.28-815134.2,0.9968649686496864,2453866.871310185,5342048.882493346,214.03114697211305,Unvetted Candidate
1001321358225219,1SWASP J001321.35-822521.9,0.9976449764497647,2453866.777344907,1431488.7415819746,16.39328013820756,Unvetted Candidate
1001327568253443,1SWASP J001327.56-825344.3,0.514040140401404,2453866.7083796295,4515805.459683163,132.55124317307772,Unvetted Candidate
1001332848332118,1SWASP J001332.84-833211.8,0.5302253022530226,2453867.1714259256,1169914.330268201,13.002645631585485,Unvetted Candidate
1001341248342096,1SWASP J001341.24-834209.6,1.060630606306063,2453867.6914374996,8820716.91218213,583.5378513364188,Unvetted Candidate
1001341728358586,1SWASP J001341.72-835858.6,0.5099450994509945,2453867.1504606484,1062194.8908962687,9.590192883092156,Unvetted Candidate
1001347538312555,1SWASP J001347.53-831255.5,0.9976449764497647,2453866.7774027777,1255096.4861127324,11.0268703261677,Unvetted Candidate
1001404628306286,1SWASP J001404.62-830628.6,0.9976449764497647,2453866.7773912037,2564242.430013785,46.027374679181015,Unvetted Candidate
1001408838219464,1SWASP J001408.83-821946.4,0.5,2453867.113946759,21330536.94026286,227.49590307995922,Unvetted Candidate
1001411798202159,1SWASP J001411.79-820215.9,0.9976449764497647,2453866.7769351853,1618186.0008883912,19.638944501033734,Unvetted Candidate
1001421998344068,1SWASP J001421.99-834406.8,0.514040140401404,2453866.7084374996,2672354.890025873,53.56110493683899,Unvetted Candidate
1001422778204151,1SWASP J001422.77-820415.1,0.5302253022530226,2453867.171321759,2194406.248662761,40.93105966544645,Unvetted Candidate
1001429738358262,1SWASP J001429.73-835826.2,0.5298352983529835,2453866.7184606483,1860036.0668904656,29.4077404461335,Unvetted Candidate
1001431588338063,1SWASP J001431.58-833806.3,1.060630606306063,2453867.691050926,1403162.9975929433,15.75093118251211,Unvetted Candidate
1001438278242321,1SWASP J001438.27-824232.1,0.5298352983529835,2453866.7183680558,1686042.8053426004,24.163292902304143,Unvetted Candidate
1001440748213427,1SWASP J001440.74-821342.7,0.5,2453867.1143333334,16494273.954572577,136.03053664424564,Unvetted Candidate
1001445508241068,1SWASP J001445.50-824106.8,0.514040140401404,2453866.7083680555,1901416.9403773425,30.730784239808443,Unvetted Candidate
1001451778216005,1SWASP J001451.77-821600.5,0.5005850058500585,2453867.0233333334,12424493.445125671,77.18401868398539,Unvetted Candidate
1001454058139430,1SWASP J001454.05-813943.0,0.9927699276992771,2453867.6362870373,3164193.7809028947,45.054550273970506,Unvetted Candidate
1001500178246394,1SWASP J001500.17-824639.4,0.5,2453867.1243680557,5384226.202529698,14.494945900003685,Unvetted Candidate
1001505178214091,1SWASP J001505.17-821409.1,0.5005850058500585,2453867.0233333334,20051272.00108253,201.02675443069805,Unvetted Candidate
